 NUM  NOME         POSTO JUS  SSIS V.INIC U.EXIS MODIF INIC.HIST FIM HIS DESVIOS 
 XXXX XXXXXXXXXXXX XXXX  XXXX XXXX XXX.XX XXXX   XXXX     XXXX     XXXX XXXX XXXX
  122 S.BRANCA PAR  122   123    1  36.69   EX      1     1931     2019        UC
  123 FUNIL PB SUL  123   131    1  48.69   EX      1     1931     2019        UC
  124 LAJES         132   132    1  89.47   EX      1     1931     2019        UC
  126 PICADA        197   127    1   0.00   EX      1     1931     2019        UC
  127 SOBRAGI       198   129    1   0.00   EX      1     1931     2019        UC
  129 SIMPLICIO     126   130    1   0.00   EX      1     1931     2019        UC
  130 ILHA POMBOS   299     0    1   0.00   EX      1     1931     2019        UC
  131 NILO PECANHA  131   133    1   0.00   EX      1     1931     2019        UC
  132 FONTES        303   133    1   0.00   EX      1     1931     2019        UC
  133 P. PASSOS     306     0    1   0.00   EX      1     1931     2019        UC
  134 SALTO GRANDE  134   135    1   0.00   EX      1     1931     2019        UC
  135 P. ESTRELA    263   141    1 100.00   EX      1     1931     2019        UC
  139 CANDONGA      149   141    1   0.00   EX      1     1931     2019        UC
  141 BAGUARI       141   143    1   0.00   EX      1     1931     2019        UC
  143 AIMORES       148   144    1   0.00   EX      1     1931     2019        UC
  144 MASCARENHAS   144     0    1   0.00   EX      1     1931     2019        UC
  148 IRAPE         255     0    1  57.82   EX      1     1931     2019        UC
  153 SAO DOMINGOS  154    46   10   0.00   EX      1     1931     2019        UC
  154 ITAPEBI       188     0    3   0.00   EX      1     1931     2019        UC
  155 RETIRO BAIXO  155   156    1  58.46   EX      1     1931     2019        UC
  156 TRES MARIAS   156     0    1  70.49   EX      1     1931     2019        UC
  162 QUEIMADO      158     0    1  83.31   EX      1     1931     2019        UC
  169 SOBRADINHO    169   172    3  68.91   EX      1     1931     2019        UC
  172 ITAPARICA     172   176    3  40.55   EX      1     1931     2019        UC
  176 COMP PAF-MOX  176   178    3   0.00   EX      1     1931     2019        UC
  178 XINGO         178     0    3   0.00   EX      1     1931     2019        UC
  189 P. CAVALO     254     0    3  81.93   EX      1     1931     2019        UC
  190 B. ESPERANCA  190     0    3  91.58   EX      1     1931     2019        UC
  192 GUILMAN-AMOR  262   193    1   0.00   EX      1     1931     2019        UC
  193 SA CARVALHO   183   141    1   0.00   EX      1     1931     2019        UC
  195 JAURU         295     0    1   0.00   EX      1     1931     2019        UC
  196 GUAPORE       296     0    1   0.00   EX      1     1931     2019        UC
  203 CORUMBA III    23    30   10  91.10   EX      1     1931     2019        UC
  204 CACH CALDEIR  204   280    9   0.00   EX      1     1931     2019        UC
  215 SALTO PILAO   101     0    2   0.00   EX      1     1931     2019        UC
  217 ROSAL         196     0    1   0.00   EX      1     1931     2019        UC
  227 SINOP         227   228    7  92.95   EX      1     1931     2019        UC
  228 COLIDER       228   229    7   0.00   EX      1     1931     2019        UC
  229 TELES PIRES   229   230    7   0.00   EX      1     1931     2019        UC
  230 SAO MANOEL    230     0    7   0.00   EX      1     1931     2019        UC
  234 JARDIM OURO   234     0   13   0.00   EE      1     1931     2019        UC
  241 SLT VERDINHO  241    34   10   0.00   EX      1     1931     2019        UC
  242 FIC SINOP     227   243   13  90.04   EX      1     1931     2019        UC
  243 FIC COLIDER   228   244   13   0.00   EX      0     1931     2019        UC
  244 FIC TELES PI  229   245   13   0.00   EX      1     1931     2019        UC
  245 FIC SAO MANO  230     0   13   0.00   EX      0     1931     2019        UC
  249 OURINHOS      249    50   12   0.00   EX      1     1931     2019        UC
  251 SERRA MESA    270   252    1  36.02   EX      1     1931     2019        UC
  252 CANA BRAVA    191   253    1   0.00   EX      1     1931     2019        UC
  253 SAO SALVADOR  253   257    1   0.00   EX      1     1931     2019        UC
  257 PEIXE ANGICA  257   261    1  77.50   EX      1     1931     2019        UC
  261 LAJEADO       273     0    1   0.00   EX      1     1931     2019        UC
  262 SALTO         294   241   10   0.00   EX      1     1931     2019        UC
  267 ESTREITO TOC  271   275    4   0.00   EX      1     1931     2019        UC
  269 COUTO MAGALH  187     0    1   0.00   NE      0     1931     2019        UC
  272 CURUA-UNA     277     0    4  91.06   EE      1     1931     2019        UC
  275 TUCURUI       275     0    4  99.31   EX      1     1931     2019        UC
  276 RONDON 2      145     0    6 100.00   EX      1     1931     2019        UC
  277 BALBINA       269     0    9  60.22   EX      1     1931     2019        UC
  278 MANSO         278     0    1  42.89   EX      1     1931     2019        UC
  279 SAMUEL        279     0    6  94.98   EX      1     1931     2019        UC
  280 COARA NUNES   280   284    9   0.00   EX      1     1931     2019        UC
  281 PONTE PEDRA   281     0    1   0.00   EX      1     1931     2019        UC
  283 STA CLARA MG  283     0    1   0.00   EX      1     1931     2019        UC
  284 FERREIRA GOM  297     0    9   0.00   EX      1     1931     2019        UC
  285 JIRAU         285   287    6   0.00   EX      1     1931     2019        UC
  286 STO ANT JARI  290     0    9   0.00   EX      1     1931     2019        UC
  287 STO ANTONIO   287     0    6   0.00   EX      1     1931     2019        UC
  288 BELO MONTE    288     0    8   0.00   EX      1     1931     2019        UC
  290 ESPORA         99    34   10  69.00   EX      1     1931     2019        UC
  291 FIC SERRA ME  270   292    4  65.49   EX      1     1931     2019        UC
  292 FIC CANA BRA  191   306    4   0.00   EX      1     1931     2019        UC
  294 FIC QUEIMADO  158   169    3  83.31   EX      1     1931     2019        UC
  295 FIC TRES MAR  156   169    3  70.49   EX      1     1931     2019        UC
  298 FIC IRAPE     255   154    3  57.82   EX      1     1931     2019        UC
  302 FIC LAJEADO   273   267    4   0.00   EX      1     1931     2019        UC
  303 FIC PEIXE AN  257   302    4  77.50   EX      1     1931     2019        UC
  304 ITIQUIRA 1    259   305    1   0.00   EX      1     1931     2019        UC
  305 ITIQUIRA 2    252     0    1   0.00   EX      1     1931     2019        UC
  306 FIC SAO SALV  253   303    4   0.00   EX      1     1931     2019        UC
  308 FIC RETIRO B  155   295    3  58.46   EX      1     1931     2019        UC
  310 DARDANELOS    291     0    1   0.00   EX      1     1931     2019        UC
  311 CACU          247   312   10  90.00   EX      1     1931     2019        UC
  312 B. COQUEIROS  248   313   10   0.00   EX      1     1931     2019        UC
  313 ITAGUACU      313   315   10   0.00   NE      0     1931     2019        UC
  314 B.MONTE COMP  302     0    4   0.00   EX      1     1931     2019          
  315 FOZ R CLARO   261    34   10   0.00   EX      1     1931     2019        UC
  318 FIC S BRANCA   54   319   12   0.00   NE      0     1931     2019        UC
  319 FIC MAUA       57    61   12  59.00   EX      1     1931     2019        UC
  325 FIC GUAPORE   296   285    6   0.00   EX      0     1931     2019        UC
  339 BEM QUERER    339     0    9   0.00   NE      0     1931     2019        UC
  361 CANASTRA      361     0    2 100.00   EX      0     1931     2019          
  440 PARANA        440   257    1   0.00   NE      0     1931     2019        UC
  528 SUICA         528     0    1 100.00   EX      0     1931     2019        UC
  578 APERTADOS     578   579   11   0.00   NE      0     1931     2019        UC
  579 ERCILANDIA    579     0   11   0.00   NE      0     1931     2019        UC
  392 JURUENA       392     0    7   0.00   NE      0     1931     2019        UC
  393 FIC JURUENA   392     0   13   0.00   NE      0     1931     2019        UC
